control,ano,kilogram,categoria,subcategoria,tipo_estilo,origem,classificacao,total
brancas_rosadas_niagarabranca,1975,0,brancas_rosadas,rosadas,,niagarabranca,,0
brancas_rosadas_niagararosada,1975,0,brancas_rosadas,rosadas,,niagararosada,,0
brancas_rosadas_poloske,1975,0,brancas_rosadas,rosadas,,,,0
brancas_rosadas_selecoes,1975,0,brancas_rosadas,rosadas,,,,0
brancas_rosadas_seyvevillard,1975,11830,brancas_rosadas,rosadas,,,,0
brancas_rosadas_seyvevillard5276,1975,0,brancas_rosadas,rosadas,,,,0
brancas_rosadas_seyvevillard12375,1975,0,brancas_rosadas,rosadas,,,,0
brancas_rosadas_tardiadecaxias,1975,0,brancas_rosadas,rosadas,,,,0
brancas_rosadas_outras,1975,0,brancas_rosadas,rosadas,,,,0
tintas,1976,222289729,tintas,,,,,1
tintas_bacarina,1976,57297,tintas,bacarina,,,,0
tintas_bailey,1976,0,tintas,bailey,,,,0
tintas_bordo,1976,12725233,tintas,bordo,,,,0
tintas_bourdin_s,1976,0,tintas,bourdin,,,,0
tintas_brsem_classificacaoarmen,1976,0,tintas,brsem,,brsem,,0
tintas_brsem_classificacaoora,1976,0,tintas,brsem,,brsem,,0
tintas_brs_magna,1976,0,tintas,brs,,brs,,0
tintas_brs_margot,1976,0,tintas,brs,,brs,,0
tintas_brsmorena,1976,0,tintas,brsmorena,,brsmorena,,0
tintas_brs_nubia,1976,0,tintas,brs,,brs,,0
tintas_brs_rubea,1976,0,tintas,brs,,brs,,0
tintas_brsvioleta,1976,0,tintas,brsvioleta,,brsvioleta,,0
tintas_brs_vitoria,1976,0,tintas,brs,,brs,,0
tintas_champagnon_champanheta,1976,0,tintas,champagnon,,champagnon,,0
tintas_colecoes,1976,0,tintas,colecoes,,,,0
tintas_concord,1976,6140559,tintas,concord,,concord,,0
tintas_concordclone30,1976,0,tintas,concordclone30,,concordclone30,,0
tintas_couderc,1976,4084126,tintas,couderc,,,,0
tintas_cynthiana_1,1976,351881,tintas,cynthiana,,,,0
tintas_herbemont,1976,41938949,tintas,herbemont,,herbemont,,0
tintas_iac138022,1976,0,tintas,iac138022,,iac138022,,0
tintas_isabel,1976,146746340,tintas,isabel,,isabel,,0
tintas_isabelprecoce,1976,0,tintas,isabelprecoce,,isabelprecoce,,0
